Chromsome	Gene_ID	Start	End	Length	Eigen_Improvement_Sweep_Region	InterPro_description
ch01	Solyc01g102880.1	83313053	83324485	11433	EDS055	Tir-nbs-lrr%2C resistance protein
ch01	Solyc01g102890.2	83326699	83327827	1129	EDS055	Germin-like protein 4 (AHRD V1 ***- A8QK90_VITVI)%3B contains Interpro domain(s)  IPR014710  RmlC-like jelly roll fold 
ch01	Solyc01g102900.2	83330448	83331550	1103	EDS055	Germin-like protein 4 (AHRD V1 ***- A8QK90_VITVI)%3B contains Interpro domain(s)  IPR014710  RmlC-like jelly roll fold 
ch01	Solyc01g102910.2	83336031	83337112	1082	EDS055	Germin-like protein 4 (AHRD V1 ***- A8QK90_VITVI)%3B contains Interpro domain(s)  IPR014710  RmlC-like jelly roll fold 
ch01	Solyc01g102920.2	83339739	83340921	1183	EDS055	Tir-nbs%2C resistance protein fragment
ch01	Solyc01g102930.1	83341917	83343353	1437	EDS055	Lrr%2C  resistance protein fragment
ch01	Solyc01g102940.2	83352910	83360308	7399	EDS055	Methionine s-methyltransferase (AHRD V1 **** B9N0J3_POPTR)%3B contains Interpro domain(s)  IPR015424  Pyridoxal phosphate-dependent transferase%2C major region 
ch01	Solyc01g102950.2	83364523	83371065	6543	EDS055	FAD dependent oxidoreductase (AHRD V1 **-- B5VX05_SPIMA)
ch01	Solyc01g102960.2	83371681	83372560	880	EDS055	class IV heat shock protein (AHRD V1 ***- B6T3F5_MAIZE)%3B contains Interpro domain(s)  IPR002068  Heat shock protein Hsp20 
ch01	Solyc01g102970.2	83373391	83386730	13340	EDS055	RNA-binding protein (AHRD V1 *--* Q5CPB6_CRYHO)%3B contains Interpro domain(s)  IPR012677  Nucleotide-binding%2C alpha-beta plait 
ch01	Solyc01g106070.1	85823704	85825211	1508	EDS056	Unknown Protein (AHRD V1)%3B contains Interpro domain(s)  IPR004345  TB2/DP1 and HVA22 related protein 
ch01	Solyc01g106080.2	85825319	85831189	5871	EDS056	Methylmalonate-semialdehyde dehydrogenase (AHRD V1 **** D3BUA7_POLPA)%3B contains Interpro domain(s)  IPR010061  Methylmalonate-semialdehyde dehydrogenase  IPR015590  Aldehyde dehydrogenase 
ch01	Solyc01g106090.2	85840962	85843969	3008	EDS056	Photosystem II oxygen evolving complex protein PsbP (AHRD V1 *-*- B8HJK6_CYAP4)%3B contains Interpro domain(s)  IPR002683  Photosystem II oxygen evolving complex protein PsbP 
ch01	Solyc01g106100.2	85844348	85845751	1404	EDS056	DUF593-containing protein 2 (AHRD V1 ***- B0F6T0_MEDTR)%3B contains Interpro domain(s)  IPR007656  Protein of unknown function DUF593 
ch01	Solyc01g106120.2	85852293	85854308	2016	EDS056	Unknown Protein (AHRD V1)
ch01	Solyc01g106110.2	85852300	85854084	1785	EDS056	Unknown Protein (AHRD V1)
ch01	Solyc01g106130.1	85854705	85855838	1134	EDS056	F-box protein family-like (AHRD V1 ***- Q6ZCS3_ORYSJ)%3B contains Interpro domain(s)  IPR005174  Protein of unknown function DUF295 
ch01	Solyc01g106140.1	85856165	85857865	1701	EDS056	F-box protein family-like (AHRD V1 *-*- Q6ZCS3_ORYSJ)%3B contains Interpro domain(s)  IPR005174  Protein of unknown function DUF295 
ch01	Solyc01g106150.1	85858825	85859985	1161	EDS056	Interferon-related developmental regulator family protein (AHRD V1 ***- B4FQN7_MAIZE)%3B contains Interpro domain(s)  IPR007701  Interferon-related developmental regulator%2C N-terminal 
ch01	Solyc01g106160.1	85861185	85863347	2163	EDS056	Receptor protein kinase-like protein (AHRD V1 *-*- Q9LSL5_ARATH)%3B contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase 
ch01	Solyc01g106170.2	85874896	85877624	2729	EDS056	MADS-box transcription factor-like protein (AHRD V1 *-*- Q9M2M4_ARATH)%3B contains Interpro domain(s)  IPR002100  Transcription factor%2C MADS-box 
ch01	Solyc01g106180.1	85900873	85901872	1000	EDS056	CK25 (AHRD V1 ***- Q1W1G0_TOBAC)
ch01	Solyc01g106190.2	85901976	85904733	2758	EDS056	Os11g0167200 protein (Fragment) (AHRD V1 *-*- Q0IUD3_ORYSJ)
ch01	Solyc01g106200.1	85910651	85912004	1354	EDS056	Oligopeptide transporter 4 (AHRD V1 ***- B6U8Q5_MAIZE)%3B contains Interpro domain(s)  IPR004813  Oligopeptide transporter OPT superfamily 
ch01	Solyc01g106210.2	85918285	85922197	3913	EDS056	Chaperone DnaK (AHRD V1 ***- A2Q199_MEDTR)%3B contains Interpro domain(s)  IPR012725  Chaperone DnaK 
ch01	Solyc01g106220.2	85941687	85950608	8922	EDS056	DNA polymerase V (AHRD V1 ***- A2Q1A6_MEDTR)%3B contains Interpro domain(s)  IPR007015  DNA polymerase V 
ch01	Solyc01g106230.2	85950723	85962787	12065	EDS056	B3 domain-containing protein At5g60142 (AHRD V1 *-*- Y5142_ARATH)%3B contains Interpro domain(s)  IPR003340  Transcriptional factor B3 
ch01	Solyc01g106240.2	85962270	85971192	8923	EDS056	DNA polymerase V (AHRD V1 ***- A2Q1A6_MEDTR)%3B contains Interpro domain(s)  IPR007015  DNA polymerase V 
ch01	Solyc01g106250.2	85971307	85973018	1712	EDS056	B3 domain-containing protein At5g60142 (AHRD V1 *-*- Y5142_ARATH)%3B contains Interpro domain(s)  IPR003340  Transcriptional factor B3 
ch01	Solyc01g106260.2	85976768	85981140	4373	EDS056	Chaperone DnaK (AHRD V1 ***- A2Q199_MEDTR)%3B contains Interpro domain(s)  IPR012725  Chaperone DnaK 
ch01	Solyc01g106270.1	85982823	85983530	708	EDS056	DNA polymerase V family (AHRD V1 ***- D7MRB4_ARALY)%3B contains Interpro domain(s)  IPR007015  DNA polymerase V 
ch01	Solyc01g106280.2	85985054	85987923	2870	EDS056	DNA-binding bromodomain-containing protein (AHRD V1 *--* D7KG11_ARALY)%3B contains Interpro domain(s)  IPR001487  Bromodomain 
ch01	Solyc01g106290.2	85988826	85989371	546	EDS056	Unknown Protein (AHRD V1)
ch01	Solyc01g112360.1	90215690	90216433	744	EDS057	Unknown Protein (AHRD V1)
ch01	Solyc01g112370.2	90217317	90217841	525	EDS057	Chromosome 02 contig 1 DNA sequence (AHRD V1 ***- Q01DW5_OSTTA)
ch01	Solyc01g112380.2	90217420	90218076	657	EDS057	Unknown Protein (AHRD V1)
ch01	Solyc01g112400.1	90225026	90225304	279	EDS057	Unknown Protein (AHRD V1)
ch01	Solyc01g113430.1	90253555	90253962	408	EDS057	Unknown Protein (AHRD V1)
ch01	Solyc01g113450.1	90262080	90262787	708	EDS057	Unknown Protein (AHRD V1)
ch01	Solyc01g113460.1	90267439	90268353	915	EDS057	Unknown Protein (AHRD V1)
ch01	Solyc01g113470.1	90280349	90281269	921	EDS057	Unknown Protein (AHRD V1)
ch01	Solyc01g113480.1	90291188	90292252	1065	EDS057	Unknown Protein (AHRD V1)
ch01	Solyc01g113490.1	90300619	90301071	453	EDS057	Unknown Protein (AHRD V1)
ch01	Solyc01g113500.1	90302722	90303842	1121	EDS057	Unknown Protein (AHRD V1)
ch02	Solyc02g010650.1	4228401	4229783	1383	EDS058	Unknown Protein (AHRD V1)
ch02	Solyc02g010680.1	4366066	4366263	198	EDS058	Unknown Protein (AHRD V1)
ch02	Solyc02g011680.2	4611745	4614036	2292	EDS058	Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7M697_ARALY)%3B contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat 
ch02	Solyc02g011690.1	4696859	4698653	1795	EDS058	Unknown Protein (AHRD V1)
ch02	Solyc02g011700.1	4776958	4777725	768	EDS058	Plasma membrane H(+)-ATPase (AHRD V1 ***- Q9UR20_CRYNE)%3B contains Interpro domain(s)  IPR006534  ATPase%2C P-type%2C plasma-membrane proton-efflux 
ch02	Solyc02g011710.1	4974920	4975481	562	EDS058	NADH dehydrogenase subunit (Fragment) (AHRD V1 ***- Q8HSD7_9SOLN)%3B contains Interpro domain(s)  IPR001750  NADH
ch02	Solyc02g011720.1	4975691	4976276	586	EDS058	NADH dehydrogenase subunit F (Fragment) (AHRD V1 ***- Q8WGU6_9APIA)%3B contains Interpro domain(s)  IPR001750  NADH
ch02	Solyc02g011730.1	4978755	4978958	204	EDS058	Cytochrome c biogenesis protein ccsA (AHRD V1 ***- CCSA_TOBAC)
ch02	Solyc02g011740.1	4979386	4979795	410	EDS058	NAD(P)H-quinone oxidoreductase chain 4%2C chloroplastic (AHRD V1 ***- NU4C_TOBAC)
ch02	Solyc02g011750.1	4979928	4980119	192	EDS058	NAD(P)H-quinone oxidoreductase chain 4%2C chloroplastic (AHRD V1 ***- NU4C_NICTO)%3B contains Interpro domain(s)  IPR001750  NADH
ch02	Solyc02g011760.1	4980902	4981746	845	EDS058	Photosystem I iron-sulfur center (AHRD V1 *-*- D3WCL0_PHOSE)%3B contains Interpro domain(s)  IPR001450  4Fe-4S ferredoxin%2C iron-sulphur binding%2C subgroup 
ch02	Solyc02g011770.1	4981912	4982442	531	EDS058	NAD(P)H-quinone oxidoreductase subunit 6 chloroplastic (AHRD V1 ***- D3WAS8_AUCJA)%3B contains Interpro domain(s)  IPR001457  NADH
ch02	Solyc02g011780.1	4982695	4983183	489	EDS058	NAD(P)H-quinone oxidoreductase subunit I chloroplastic (AHRD V1 ***- B2XW67_9ASTR)
ch02	Solyc02g011790.1	4983415	4983915	501	EDS058	NAD(P)H-quinone oxidoreductase subunit 1 (AHRD V1 ***- D3WB80_9BORA)%3B contains Interpro domain(s)  IPR001694  NADH
ch02	Solyc02g011800.1	4985089	4985561	473	EDS058	NAD(P)H-quinone oxidoreductase subunit 1 (AHRD V1 ***- D3WEI6_LIQST)%3B contains Interpro domain(s)  IPR001694  NADH
ch02	Solyc02g011810.1	4986173	4986343	171	EDS058	NAD(P)H-quinone oxidoreductase subunit H%2C chloroplastic (AHRD V1 *-*- NDHH_PSINU)%3B contains Interpro domain(s)  IPR001135  NADH-quinone oxidoreductase%2C subunit D 
ch02	Solyc02g011820.1	4988509	4989027	519	EDS058	Hypothetical chloroplast RF1 (AHRD V1 ***- B1NWK7_MANES)
ch02	Solyc02g011830.1	4989079	4989282	204	EDS058	Hypothetical chloroplast RF1 (AHRD V1 ***- B2XWI7_FAGEA)
ch02	Solyc02g011840.1	4989476	4990671	1196	EDS058	Hypothetical chloroplast RF1 (AHRD V1 *-*- D7P347_SYZCU)%3B contains Interpro domain(s)  IPR008896  Ycf1 
ch02	Solyc02g011850.1	4990990	4991885	896	EDS058	Hypothetical chloroplast RF1 (AHRD V1 ***- B1A992_CARPA)%3B contains Interpro domain(s)  IPR008896  Ycf1 
ch02	Solyc02g011860.1	4991971	4992324	354	EDS058	Hypothetical chloroplast RF1 (AHRD V1 ***- B2XWI7_FAGEA)%3B contains Interpro domain(s)  IPR008896  Ycf1 
ch02	Solyc02g011870.1	4992541	4993020	480	EDS058	Ycf1 (Fragment) (AHRD V1 ***- A6Y9X6_HAMJA)%3B contains Interpro domain(s)  IPR008896  Ycf1 
ch02	Solyc02g011880.1	5000586	5001969	1384	EDS058	Unknown Protein (AHRD V1)
ch02	Solyc02g011890.1	5006229	5006405	177	EDS058	NAD(P)H-quinone oxidoreductase subunit 2 chloroplastic (AHRD V1 ***- A6Y9V7_CERJA)
ch02	Solyc02g011900.1	5006598	5008016	1419	EDS058	NAD(P)H-quinone oxidoreductase subunit 2 chloroplastic (AHRD V1 ***- B9VHA1_TORRU)%3B contains Interpro domain(s)  IPR001750  NADH
ch02	Solyc02g011910.1	5008169	5008330	162	EDS058	NAD(P)H-quinone oxidoreductase subunit 2 chloroplastic (AHRD V1 ***- A6YA41_9MAGN)
ch02	Solyc02g011920.1	5009265	5010933	1669	EDS058	Ycf2 (AHRD V1 ***- A6Y9V5_CERJA)%3B contains Interpro domain(s)  IPR019645  Protein precursor Ycf15%2C putative%2C chloroplast 
ch02	Solyc02g011930.1	5017345	5019463	2119	EDS058	Ycf2 (AHRD V1 *-*- A6YA39_9MAGN)%3B contains Interpro domain(s)  IPR008543  Chloroplast Ycf2 
ch02	Solyc02g011940.1	5020004	5020306	303	EDS058	Ycf2 (AHRD V1 ***- A6Y9V5_CERJA)%3B contains Interpro domain(s)  IPR008543  Chloroplast Ycf2 
ch02	Solyc02g011950.1	5020480	5020638	159	EDS058	Ycf2 (AHRD V1 ***- A6Y9V5_CERJA)%3B contains Interpro domain(s)  IPR008543  Chloroplast Ycf2 
ch02	Solyc02g011960.1	5021456	5021632	177	EDS058	Ycf2 (AHRD V1 ***- D2KLP5_OLEEU)%3B contains Interpro domain(s)  IPR008543  Chloroplast Ycf2 
ch02	Solyc02g011970.1	5021970	5022137	168	EDS058	Ycf2 (AHRD V1 ***- A6YA48_9MAGN)%3B contains Interpro domain(s)  IPR008543  Chloroplast Ycf2 
ch02	Solyc02g011980.1	5022930	5023160	231	EDS058	50S ribosomal protein L2 chloroplastic (AHRD V1 *-*- A6YA21_9MAGN)%3B contains Interpro domain(s)  IPR013025  Ribosomal protein L25/L23 
ch02	Solyc02g011990.1	5025171	5027356	2186	EDS058	Photosystem Q(B) protein (AHRD V1 ***- Q5YGA1_9MARC)%3B contains Interpro domain(s)  IPR000484  Photosynthetic reaction centre%2C L/M 
ch02	Solyc02g012000.1	5034104	5034506	403	EDS058	ATP synthase subunit alpha chloroplastic (AHRD V1 ***- D3WAR1_AUCJA)%3B contains Interpro domain(s)  IPR017458  ATPase%2C F1 complex%2C alpha subunit%2C C-terminal 
ch02	Solyc02g012010.1	5034670	5034975	306	EDS058	ATP synthase subunit alpha chloroplastic (AHRD V1 ***- D3J8H0_9FABA)%3B contains Interpro domain(s)  IPR000194  ATPase%2C F1/V1/A1 complex%2C alpha/beta subunit%2C nucleotide-binding domain 
ch02	Solyc02g012020.1	5035153	5036736	1584	EDS058	ATP synthase subunit b%2C chloroplastic (AHRD V1 ***- ATPF_NICTO)%3B contains Interpro domain(s)  IPR018118  ATPase%2C F1/A1 complex%2C alpha/beta subunit%2C N-terminal 
ch02	Solyc02g065080.2	30825650	30835753	10104	EDS060	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase (AHRD V1 *-*- GPMA_METS4)%3B contains Interpro domain(s)  IPR013078  Phosphoglycerate mutase 
ch02	Solyc02g065090.2	30837758	30840010	2253	EDS060	Patatin-like protein 3 (AHRD V1 ***- Q9FZ08_TOBAC)%3B contains Interpro domain(s)  IPR002641  Patatin 
ch02	Solyc02g065100.1	30844812	30846707	1896	EDS060	Patatin-like protein 3 (AHRD V1 ***- Q9FZ08_TOBAC)%3B contains Interpro domain(s)  IPR002641  Patatin 
ch02	Solyc02g065110.2	30847497	30852710	5214	EDS060	Protein serine/threonine kinase (AHRD V1 *-*- D3BP85_POLPA)%3B contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase 
ch02	Solyc02g065120.1	30859113	30862054	2942	EDS060	Mutator-like transposase (AHRD V1 ***- Q9AYG3_ORYSJ)%3B contains Interpro domain(s)  IPR018289  MULE transposase%2C conserved domain 
ch02	Solyc02g065130.1	30865361	30866856	1496	EDS060	Serine/threonine-protein phosphatase 7 long form homolog (AHRD V1 **-- PPP7L_ARATH)%3B contains Interpro domain(s)  IPR019557  Aminotransferase-like%2C plant mobile domain 
ch02	Solyc02g065140.1	30872261	30872413	153	EDS060	Unknown Protein (AHRD V1)
ch02	Solyc02g065150.1	30880294	30881380	1087	EDS060	LOB domain family protein (AHRD V1 ***- D7LG10_ARALY)%3B contains Interpro domain(s)  IPR004883  Lateral organ boundaries%2C LOB 
ch02	Solyc02g065160.1	30895309	30901017	5709	EDS060	SWIB/MDM2 domain containing protein (AHRD V1 *-*- B6SRJ0_MAIZE)%3B contains Interpro domain(s)  IPR019835  SWIB domain 
ch02	Solyc02g065170.2	30910851	30914781	3931	EDS060	Laccase-22 (AHRD V1 **-- LAC22_ORYSJ)%3B contains Interpro domain(s)  IPR001117  Multicopper oxidase%2C type 1 
ch02	Solyc02g065180.2	30918048	30924916	6869	EDS060	Genomic DNA chromosome 5 P1 clone MUD21 (AHRD V1 **-- Q9FKY8_ARATH)%3B contains Interpro domain(s)  IPR012445  Protein of unknown function DUF1649 
ch02	Solyc02g091470.2	47339482	47342638	3157	EDS061	Serine/threonine protein kinase-like (AHRD V1 *-** Q9FGC3_ARATH)%3B contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase 
ch02	Solyc02g091480.1	47343749	47344003	255	EDS061	Calmodulin 4 (AHRD V1 ***- Q6WEH7_MOUSE)%3B contains Interpro domain(s)  IPR011992  EF-Hand type 
ch02	Solyc02g091490.2	47344370	47349179	4810	EDS061	Fructokinase 3 (AHRD V1 **-* Q6VWJ5_SOLLC)%3B contains Interpro domain(s)  IPR011611  Carbohydrate/purine kinase 
ch02	Solyc02g091500.1	47358016	47358486	471	EDS061	Calmodulin (AHRD V1 ***- B6TGU5_MAIZE)%3B contains Interpro domain(s)  IPR011992  EF-Hand type 
ch02	Solyc02g091510.2	47361290	47366318	5029	EDS061	GDP-L-galactose phosphorylase 2
ch02	Solyc02g091520.2	47368403	47370047	1645	EDS061	C2 domain-containing protein (AHRD V1 **-- D7KRJ5_ARALY)%3B contains Interpro domain(s)  IPR018029  C2 membrane targeting protein 
ch02	Solyc02g091530.2	47375352	47380189	4838	EDS061	5%26apos%3B-AMP-activated protein kinase subunit beta-1 (Fragment) (AHRD V1 *-*- AAKB1_PIG)
ch02	Solyc02g091540.2	47381016	47381951	936	EDS061	Senescence-associated protein (AHRD V1 **-- B6UEV1_MAIZE)
ch02	Solyc02g091550.1	47387972	47395119	7148	EDS061	MADS-box transcription factor-like protein (AHRD V1 ***- Q9M2M4_ARATH)%3B contains Interpro domain(s)  IPR002100  Transcription factor%2C MADS-box 
ch02	Solyc02g091560.2	47400296	47406791	6496	EDS061	Serine hydroxymethyltransferase (AHRD V1 **** C6ZJZ0_SOYBN)%3B contains Interpro domain(s)  IPR001085  Serine hydroxymethyltransferase 
ch02	Solyc02g091570.1	47409077	47410201	1125	EDS061	F-box family protein (AHRD V1 ***- B9HCS6_POPTR)%3B contains Interpro domain(s)  IPR017451  F-box associated type 1 
ch02	Solyc02g091580.2	47413078	47421457	8380	EDS061	Oligopeptidase A (AHRD V1 ***- Q9LSL3_ARATH)%3B contains Interpro domain(s)  IPR001567  Peptidase M3A and M3B%2C thimet/oligopeptidase F 
ch02	Solyc02g091590.2	47427695	47433832	6138	EDS061	Receptor kinase (AHRD V1 **** B2C5V6_CASGL)%3B contains Interpro domain(s)  IPR017442  Serine/threonine protein kinase-related 
ch02	Solyc02g091600.1	47434492	47435184	693	EDS061	Os08g0119500 protein (Fragment) (AHRD V1 *-*- Q0J8C9_ORYSJ)
ch02	Solyc02g091610.1	47441826	47442942	1117	EDS061	Unknown Protein (AHRD V1)
ch02	Solyc02g092060.1	47841763	47842611	849	EDS062	Short-chain dehydrogenase/reductase family protein (AHRD V1 **** D7M2S9_ARALY)%3B contains Interpro domain(s)  IPR002347  Glucose/ribitol dehydrogenase 
ch02	Solyc02g092070.2	47855277	47859821	4545	EDS062	Growth regulating factor 1 (Fragment) (AHRD V1 *--- A6MZS4_ORYSI)%3B contains Interpro domain(s)  IPR014977  WRC 
ch02	Solyc02g092080.1	47869438	47873230	3793	EDS062	Primary rRNA-binding ribosomal protein component of the large (60S) ribosomal subunit (AHRD V1 *-** C4R910_PICPG)%3B contains Interpro domain(s)  IPR012678  Ribosomal protein L23/L15e%2C core 
ch02	Solyc02g092090.1	47877286	47877930	645	EDS062	BZIP transcription factor family protein (AHRD V1 ***- D7LE49_ARALY)%3B contains Interpro domain(s)  IPR011616  bZIP transcription factor%2C bZIP-1 
ch02	Solyc02g092100.1	47886009	47886380	372	EDS062	Unknown Protein (AHRD V1)
ch02	Solyc02g092110.2	47901342	47902019	678	EDS062	Phytosulfokines 3 (AHRD V1 ***- PSK3_ARATH)%3B contains Interpro domain(s)  IPR009438  Phytosulfokine 
ch02	Solyc02g092120.2	47904587	47905142	556	EDS062	Phytosulfokines 3 (AHRD V1 ***- PSK3_ARATH)%3B contains Interpro domain(s)  IPR009438  Phytosulfokine 
ch02	Solyc02g092130.2	47906296	47908944	2649	EDS062	Unknown Protein (AHRD V1)
ch02	Solyc02g092140.1	47909832	47911085	1254	EDS062	Phloem protein (Fragment) (AHRD V1 *--- C6FDA1_PSEMZ)
ch02	Solyc02g092150.2	47916905	47921054	4150	EDS062	ACT domain-containing protein (AHRD V1 **-- D7M3X3_ARALY)%3B contains Interpro domain(s)  IPR002912  Amino acid-binding ACT 
ch02	Solyc02g092160.2	47921198	47925383	4186	EDS062	BSD domain containing protein (AHRD V1 ***- B6TCH2_MAIZE)%3B contains Interpro domain(s)  IPR005607  BSD 
ch02	Solyc02g092170.1	47926440	47926694	255	EDS062	Protein FAR1-RELATED SEQUENCE 12 (AHRD V1 **-- FRS12_ARATH)%3B contains Interpro domain(s)  IPR004330  Transcription factor%2C FAR1-related 
ch02	Solyc02g092180.1	47931037	47931417	381	EDS062	Unknown Protein (AHRD V1)
ch02	Solyc02g092190.1	47935076	47935537	462	EDS062	Unknown Protein (AHRD V1)%3B contains Interpro domain(s)  IPR016972  Uncharacterised conserved protein UCP031279 
ch02	Solyc02g092200.2	47939396	47940657	1262	EDS062	Genomic DNA chromosome 5 TAC clone K9I9 (AHRD V1 *-*- Q9FJV9_ARATH)
ch02	Solyc02g092210.1	47942901	47944232	1332	EDS062	Alpha-6-galactosyltransferase (AHRD V1 **-- Q5TIN2_SOLTU)%3B contains Interpro domain(s)  IPR008630  Galactosyl transferase 
ch02	Solyc02g092220.1	47949895	47950152	258	EDS062	Unknown Protein (AHRD V1)
ch02	Solyc02g092230.2	47956191	47959512	3322	EDS062	Adiponectin receptor 2 (AHRD V1 *-** Q5TYU5_DANRE)%3B contains Interpro domain(s)  IPR004254  Hly-III related 
ch02	Solyc02g092980.2	48510520	48512364	1845	EDS063	Cyclin D-like protein (AHRD V1 ***- Q5U8T4_TOBAC)%3B contains Interpro domain(s)  IPR006671  Cyclin%2C N-terminal 
ch02	Solyc02g092990.1	48531618	48533270	1653	EDS063	SCF E3 ubiquitin ligase complex F-box protein grrA (AHRD V1 *-** C9SVX6_VERA1)%3B contains Interpro domain(s)  IPR001810  Cyclin-like F-box 
ch02	Solyc02g093000.2	48536255	48540419	4165	EDS063	Phosphatase and tensin-like A (AHRD V1 **-* C5IX04_APIME)%3B contains Interpro domain(s)  IPR014020  Tensin phosphatase%2C C2 domain 
ch02	Solyc02g093010.2	48544256	48547568	3313	EDS063	RER1 protein (AHRD V1 ***- Q9P0H9_HUMAN)%3B contains Interpro domain(s)  IPR004932  Retrieval of early ER protein Rer1 
ch02	Solyc02g093020.2	48547605	48549746	2142	EDS063	Os06g0524700 protein (Fragment) (AHRD V1 ***- Q0DBU9_ORYSJ)%3B contains Interpro domain(s)  IPR004158  Protein of unknown function DUF247%2C plant 
ch02	Solyc02g093030.2	48551254	48557510	6257	EDS063	Peptidyl-tRNA hydrolase family protein (AHRD V1 ***- D7KGE1_ARALY)%3B contains Interpro domain(s)  IPR001328  Peptidyl-tRNA hydrolase 
ch02	Solyc02g093040.2	48560840	48562364	1525	EDS063	Cathepsin B-like cysteine proteinase (AHRD V1 **-* CYSP_SCHMA)%3B contains Interpro domain(s)  IPR013128  Peptidase C1A%2C papain 
ch02	Solyc02g093050.2	48575427	48577339	1913	EDS063	WRKY transcription factor 26 (AHRD V1 ***- C9DI15_9ROSI)%3B contains Interpro domain(s)  IPR003657  DNA-binding WRKY 
ch02	Solyc02g093060.2	48580755	48583810	3056	EDS063	tRNA-dihydrouridine synthase 1-like protein (AHRD V1 **** D3BAF6_POLPA)%3B contains Interpro domain(s)  IPR001269  tRNA-dihydrouridine synthase 
ch02	Solyc02g093070.2	48584072	48586549	2478	EDS063	2OG-Fe(II) oxygenase (AHRD V1 **-- Q09B48_STIAU)%3B contains Interpro domain(s)  IPR005123  Oxoglutarate and iron-dependent oxygenase 
ch02	Solyc02g093080.2	48592527	48596208	3682	EDS063	1-aminocyclopropane-1-carboxylate oxidase (AHRD V1 **-* ACCO1_DICMU)%3B contains Interpro domain(s)  IPR005123  Oxoglutarate and iron-dependent oxygenase 
ch02	Solyc02g093090.1	48596619	48597545	927	EDS063	Expressed protein (Fragment) (AHRD V1 *-*- B3VV20_POPTN)%3B contains Interpro domain(s)  IPR006514  Protein of unknown function DUF579%2C plant 
