SNP	CHR	BP	P	-log10P
SL2.40ch07_7690000_7790000	7	7690000	6.339599e-04	3.19793821177047
SL2.40ch07_7700000_7800000	7	7700000	1.003918e-03	2.9983017589060155
SL2.40ch07_7710000_7810000	7	7710000	9.078364e-04	3.0419924080635186
SL2.40ch07_7850000_7950000	7	7850000	8.910215e-04	3.0501118164808503
SL2.40ch07_7860000_7960000	7	7860000	8.752784e-04	3.0578537888597763
SL2.40ch07_7870000_7970000	7	7870000	7.197785e-04	3.1428011299959917
SL2.40ch07_7880000_7980000	7	7880000	7.655998e-04	3.1159981886832866
SL2.40ch07_8220000_8320000	7	8220000	8.855807e-04	3.0527718568705664
SL2.40ch07_8670000_8770000	7	8670000	9.196155e-04	3.0363937173638944
SL2.40ch07_8680000_8780000	7	8680000	6.914970e-04	3.160209699699677
SL2.40ch07_8690000_8790000	7	8690000	5.590493e-04	3.252549891981424
SL2.40ch07_8700000_8800000	7	8700000	4.701294e-04	3.3277825889340154
SL2.40ch07_8710000_8810000	7	8710000	3.895500e-04	3.409436791315016
SL2.40ch07_8720000_8820000	7	8720000	3.526869e-04	3.4526106712181663
SL2.40ch07_8730000_8830000	7	8730000	2.999857e-04	3.52289944714404
SL2.40ch07_8740000_8840000	7	8740000	1.854785e-04	3.731706424984326
SL2.40ch07_8750000_8850000	7	8750000	1.910800e-04	3.7187847673886836
SL2.40ch07_8760000_8860000	7	8760000	1.186192e-04	3.9258450092923747
SL2.40ch07_8770000_8870000	7	8770000	4.562525e-04	3.3407947428461973
SL2.40ch07_8780000_8880000	7	8780000	9.895447e-04	3.0045645829382615
SL2.40ch07_8790000_8890000	7	8790000	9.711391e-04	3.012718559962416
SL2.40ch07_8820000_8920000	7	8820000	1.001861e-03	2.999192529088034
SL2.40ch07_8830000_8930000	7	8830000	1.001786e-03	2.9992250418871027
SL2.40ch07_8840000_8940000	7	8840000	9.576501e-04	3.018793141648859
SL2.40ch07_8850000_8950000	7	8850000	1.022705e-03	2.990249620782549
SL2.40ch07_8860000_8960000	7	8860000	1.019879e-03	2.9914513505414857
SL2.40ch07_8870000_8970000	7	8870000	8.645411e-04	3.063214355682228
SL2.40ch07_8880000_8980000	7	8880000	5.717918e-04	3.2427620771002528
SL2.40ch07_8890000_8990000	7	8890000	5.351027e-04	3.271562857674329
SL2.40ch07_8900000_9000000	7	8900000	4.782540e-04	3.3203413889521816
SL2.40ch07_9010000_9110000	7	9010000	6.736809e-04	3.1715457654604315
SL2.40ch07_9020000_9120000	7	9020000	7.391418e-04	3.131272236774332
SL2.40ch07_9030000_9130000	7	9030000	6.767679e-04	3.1695602486443883
SL2.40ch07_9040000_9140000	7	9040000	6.898891e-04	3.161220716696033
SL2.40ch07_9150000_9250000	7	9150000	9.426703e-04	3.0256401756907234
SL2.40ch07_9160000_9260000	7	9160000	1.012027e-03	2.9948079007426713
SL2.40ch07_9170000_9270000	7	9170000	9.879222e-04	3.005277255251525
SL2.40ch07_9180000_9280000	7	9180000	1.031315e-03	2.98660866559187
SL2.40ch07_9330000_9430000	7	9330000	1.006270e-03	2.997285474769844
SL2.40ch07_9340000_9440000	7	9340000	8.921934e-04	3.04954099377562
SL2.40ch07_9350000_9450000	7	9350000	8.038663e-04	3.094816177620575
SL2.40ch07_9360000_9460000	7	9360000	9.690251e-04	3.013664973568103
SL2.40ch07_9370000_9470000	7	9370000	9.274991e-04	3.032686503130947
SL2.40ch07_9380000_9480000	7	9380000	9.624198e-04	3.016635450773899
SL2.40ch07_9580000_9680000	7	9580000	6.936894e-04	3.1588349417361323
SL2.40ch07_9700000_9800000	7	9700000	1.521192e-04	3.8178159672237677
SL2.40ch07_9710000_9810000	7	9710000	2.778519e-04	3.5561866290866484
SL2.40ch07_9720000_9820000	7	9720000	2.499393e-04	3.60216545083147
SL2.40ch07_9730000_9830000	7	9730000	2.700079e-04	3.568623528892069
SL2.40ch07_9740000_9840000	7	9740000	2.555469e-04	3.592529383036116
SL2.40ch07_9750000_9850000	7	9750000	4.262382e-04	3.370347630863544
SL2.40ch07_9760000_9860000	7	9760000	4.852701e-04	3.3140164669889587
SL2.40ch07_9770000_9870000	7	9770000	5.603781e-04	3.2515188456114608
SL2.40ch07_9780000_9880000	7	9780000	5.454786e-04	3.263222282810227
SL2.40ch07_9790000_9890000	7	9790000	6.106026e-04	3.214241350769016
SL2.40ch07_9800000_9900000	7	9800000	6.264795e-04	3.2030931356555334
SL2.40ch07_9810000_9910000	7	9810000	5.871311e-04	3.231264914681673
SL2.40ch07_9820000_9920000	7	9820000	6.221411e-04	3.2061111072675144
SL2.40ch07_9830000_9930000	7	9830000	8.015247e-04	3.096083089768455
SL2.40ch07_9840000_9940000	7	9840000	7.892164e-04	3.102803898640956
SL2.40ch07_9850000_9950000	7	9850000	6.115154e-04	3.2135926015045464
SL2.40ch07_9860000_9960000	7	9860000	6.614378e-04	3.179510989551852
SL2.40ch07_9870000_9970000	7	9870000	7.997281e-04	3.097057643934545
SL2.40ch07_9930000_10030000	7	9930000	1.035992e-03	2.984643598229077
SL2.40ch07_9960000_10060000	7	9960000	9.148251e-04	3.0386619281908334
SL2.40ch07_9970000_10070000	7	9970000	7.519243e-04	3.123825879816769
SL2.40ch07_9980000_10080000	7	9980000	2.000747e-04	3.698807825632016
SL2.40ch07_9990000_10090000	7	9990000	1.981755e-04	3.702950037401161
SL2.40ch07_10000000_10100000	7	10000000	2.199124e-04	3.657750281781792
SL2.40ch07_10010000_10110000	7	10010000	1.748491e-04	3.7573365987910514
SL2.40ch07_10020000_10120000	7	10020000	2.273615e-04	3.64328307418273
SL2.40ch07_10030000_10130000	7	10030000	3.553514e-04	3.449341969201216
SL2.40ch07_10230000_10330000	7	10230000	9.540434e-04	3.020431868533016
SL2.40ch07_10240000_10340000	7	10240000	1.045841e-03	2.980534336569541
SL2.40ch07_10260000_10360000	7	10260000	9.831402e-04	3.007384545499802
SL2.40ch07_10270000_10370000	7	10270000	9.694010e-04	3.013496536610105
SL2.40ch07_10280000_10380000	7	10280000	8.706508e-04	3.060155996590479
SL2.40ch07_10290000_10390000	7	10290000	6.984107e-04	3.15588911564361
SL2.40ch07_10300000_10400000	7	10300000	6.659768e-04	3.1765408996697526
SL2.40ch07_10310000_10410000	7	10310000	7.002097e-04	3.1547718772509414
SL2.40ch07_10320000_10420000	7	10320000	7.741303e-04	3.111185933621643
SL2.40ch07_10330000_10430000	7	10330000	7.948138e-04	3.099734601034013
SL2.40ch07_10340000_10440000	7	10340000	3.774157e-04	3.4231800377123034
SL2.40ch07_10350000_10450000	7	10350000	4.104213e-04	3.386770108343559
SL2.40ch07_10360000_10460000	7	10360000	5.568470e-04	3.254264115748057
SL2.40ch07_10370000_10470000	7	10370000	5.458586e-04	3.262919842996405
SL2.40ch07_10380000_10480000	7	10380000	5.185056e-04	3.2852465487523457
SL2.40ch07_10390000_10490000	7	10390000	1.006231e-03	2.997302307044508
SL2.40ch07_10400000_10500000	7	10400000	9.400203e-04	3.026862767588825
SL2.40ch07_10410000_10510000	7	10410000	8.649865e-04	3.062990670594443
SL2.40ch07_10420000_10520000	7	10420000	6.826609e-04	3.1657949710322124
SL2.40ch07_10430000_10530000	7	10430000	5.776996e-04	3.238297933164582
SL2.40ch07_10440000_10540000	7	10440000	6.055545e-04	3.217846764190421
SL2.40ch07_10450000_10550000	7	10450000	7.259370e-04	3.1391010676464077
SL2.40ch07_10460000_10560000	7	10460000	7.123314e-04	3.1473179112694036
SL2.40ch07_10470000_10570000	7	10470000	6.969324e-04	3.156809344901642
SL2.40ch07_10480000_10580000	7	10480000	8.745446e-04	3.058218037483211
SL2.40ch07_10490000_10590000	7	10490000	6.191668e-04	3.208192338764695
SL2.40ch07_10500000_10600000	7	10500000	7.843939e-04	3.10546579237121
SL2.40ch07_10510000_10610000	7	10510000	9.469288e-04	3.0236826745654626
SL2.40ch07_10620000_10720000	7	10620000	7.599462e-04	3.119217152285215
SL2.40ch07_10630000_10730000	7	10630000	7.495538e-04	3.12519718976089
SL2.40ch07_10640000_10740000	7	10640000	8.794484e-04	3.055789636880396
SL2.40ch07_10650000_10750000	7	10650000	6.832019e-04	3.1654509345345545
SL2.40ch07_10660000_10760000	7	10660000	6.876886e-04	3.1626081750154444
SL2.40ch07_10670000_10770000	7	10670000	8.702235e-04	3.060369192954908
SL2.40ch07_10680000_10780000	7	10680000	5.362967e-04	3.2705948753774123
SL2.40ch07_10690000_10790000	7	10690000	5.203033e-04	3.2837434196022426
SL2.40ch07_10700000_10800000	7	10700000	5.518815e-04	3.2581541639752833
SL2.40ch07_10710000_10810000	7	10710000	5.811196e-04	3.2357344764313103
SL2.40ch07_10720000_10820000	7	10720000	7.141943e-04	3.1461836202429643
SL2.40ch07_10730000_10830000	7	10730000	6.873116e-04	3.1628463262881215
SL2.40ch07_10740000_10840000	7	10740000	8.082091e-04	3.0924762639434373
SL2.40ch07_10750000_10850000	7	10750000	8.317845e-04	3.079989176814544
SL2.40ch07_10760000_10860000	7	10760000	8.908927e-04	3.050174599671384
SL2.40ch07_10770000_10870000	7	10770000	6.704442e-04	3.173637361944411
SL2.40ch07_10780000_10880000	7	10780000	7.389829e-04	3.1313656110254224
SL2.40ch07_10790000_10890000	7	10790000	8.145848e-04	3.0890636980282116
SL2.40ch07_11030000_11130000	7	11030000	9.445827e-04	3.0247600127751344
SL2.40ch07_11040000_11140000	7	11040000	8.291266e-04	3.0813791516166784
SL2.40ch07_11050000_11150000	7	11050000	7.649912e-04	3.1163435606809218
SL2.40ch07_11060000_11160000	7	11060000	8.770579e-04	3.0569717352309103
SL2.40ch07_11080000_11180000	7	11080000	6.853885e-04	3.1640631867874496
SL2.40ch07_11090000_11190000	7	11090000	6.237918e-04	3.204960338521097
SL2.40ch07_11100000_11200000	7	11100000	6.133622e-04	3.2122829920269185
SL2.40ch07_11110000_11210000	7	11110000	5.868076e-04	3.231504270055939
SL2.40ch07_11120000_11220000	7	11120000	6.465230e-04	3.1894160205200035
SL2.40ch07_11130000_11230000	7	11130000	6.366250e-04	3.1961163108157655
SL2.40ch07_11140000_11240000	7	11140000	1.025800e-03	2.988937305270265
SL2.40ch07_11150000_11250000	7	11150000	9.813316e-04	3.0081842161511103
SL2.40ch07_11160000_11260000	7	11160000	9.035009e-04	3.0440714104911635
SL2.40ch07_11170000_11270000	7	11170000	7.781662e-04	3.1089276368993817
SL2.40ch07_11180000_11280000	7	11180000	6.168898e-04	3.2097924105638302
SL2.40ch07_11190000_11290000	7	11190000	5.900985e-04	3.2290754893138067
SL2.40ch07_11200000_11300000	7	11200000	5.407529e-04	3.267001142807742
SL2.40ch07_11210000_11310000	7	11210000	4.916421e-04	3.308350934949879
SL2.40ch07_11220000_11320000	7	11220000	4.372307e-04	3.35928935181725
SL2.40ch07_11230000_11330000	7	11230000	4.344198e-04	3.3620903886798557
SL2.40ch07_11240000_11340000	7	11240000	1.583370e-04	3.800417587865351
SL2.40ch07_11250000_11350000	7	11250000	1.692405e-04	3.7714957002698366
SL2.40ch07_11260000_11360000	7	11260000	1.335357e-04	3.8744026126490323
SL2.40ch07_11270000_11370000	7	11270000	1.793448e-04	3.746311210925818
SL2.40ch07_11280000_11380000	7	11280000	1.917050e-04	3.717366559818383
SL2.40ch07_11290000_11390000	7	11290000	1.922897e-04	3.7160439781274373
SL2.40ch07_11300000_11400000	7	11300000	2.135539e-04	3.670492492918902
SL2.40ch07_11310000_11410000	7	11310000	2.569778e-04	3.5901043932209933
SL2.40ch07_11320000_11420000	7	11320000	2.622554e-04	3.5812755606518203
SL2.40ch07_11330000_11430000	7	11330000	2.759839e-04	3.5591162525184927
SL2.40ch07_11340000_11440000	7	11340000	2.499276e-04	3.602185781225178
SL2.40ch07_11350000_11450000	7	11350000	2.573071e-04	3.5895482299253745
SL2.40ch07_11360000_11460000	7	11360000	3.171426e-04	3.4987454176944217
SL2.40ch07_11370000_11470000	7	11370000	4.122664e-05	4.384822059060434
SL2.40ch07_11380000_11480000	7	11380000	4.641798e-05	4.333313762930977
SL2.40ch07_11390000_11490000	7	11390000	5.301259e-05	4.275620977225557
SL2.40ch07_11400000_11500000	7	11400000	4.171235e-04	3.3797353420821774
SL2.40ch07_11410000_11510000	7	11410000	3.108119e-04	3.5075023617971266
SL2.40ch07_11420000_11520000	7	11420000	3.087015e-04	3.510461260248581
SL2.40ch07_11470000_11570000	7	11470000	9.682563e-04	3.0140096685775264
SL2.40ch07_11480000_11580000	7	11480000	1.021268e-03	2.9908602758874023
SL2.40ch07_11490000_11590000	7	11490000	1.037501e-03	2.9840114760189804
SL2.40ch07_11500000_11600000	7	11500000	9.631394e-04	3.016310850705798
SL2.40ch07_11530000_11630000	7	11530000	6.033203e-04	3.219452061672388
SL2.40ch07_11640000_11740000	7	11640000	6.144065e-04	3.2115441984140443
SL2.40ch07_11650000_11750000	7	11650000	6.213009e-04	3.206698017278965
SL2.40ch07_11660000_11760000	7	11660000	5.468850e-04	3.262103988321406
SL2.40ch07_11670000_11770000	7	11670000	5.877022e-04	3.2308426835478574
SL2.40ch07_11680000_11780000	7	11680000	4.075519e-04	3.389817077848248
SL2.40ch07_11690000_11790000	7	11690000	4.641974e-04	3.3332972963850884
SL2.40ch07_11700000_11800000	7	11700000	5.229606e-04	3.281531029769728
SL2.40ch07_11710000_11810000	7	11710000	1.972769e-04	3.704923765177945
SL2.40ch07_11720000_11820000	7	11720000	1.758029e-04	3.7549739651916574
SL2.40ch07_11730000_11830000	7	11730000	2.148873e-04	3.6677892508785113
SL2.40ch07_11740000_11840000	7	11740000	2.066221e-04	3.6848232288244205
SL2.40ch07_11750000_11850000	7	11750000	2.398087e-04	3.620135065217761
SL2.40ch07_11760000_11860000	7	11760000	2.142871e-04	3.6690039725300063
SL2.40ch07_11770000_11870000	7	11770000	1.796583e-04	3.745552714106794
SL2.40ch07_11780000_11880000	7	11780000	1.588921e-04	3.798897695062584
SL2.40ch07_11790000_11890000	7	11790000	1.532693e-04	3.8145448260705836
SL2.40ch07_11800000_11900000	7	11800000	7.120420e-05	4.147494388623996
SL2.40ch07_11810000_11910000	7	11810000	2.400825e-04	3.6196394952133613
SL2.40ch07_11820000_11920000	7	11820000	2.450174e-04	3.6108030729593166
SL2.40ch07_11830000_11930000	7	11830000	2.208019e-04	3.6559971938234304
SL2.40ch07_11840000_11940000	7	11840000	2.143242e-04	3.6689287886731234
SL2.40ch07_11850000_11950000	7	11850000	1.952454e-04	3.7094191893489987
SL2.40ch07_11860000_11960000	7	11860000	2.534650e-04	3.5960820022331856
SL2.40ch07_11870000_11970000	7	11870000	4.777240e-04	3.320822939989949
SL2.40ch07_11880000_11980000	7	11880000	4.080797e-04	3.3892550087485622
SL2.40ch07_11890000_11990000	7	11890000	5.608999e-04	3.251114637418638
SL2.40ch07_11900000_12000000	7	11900000	6.466151e-04	3.189354157797297
SL2.40ch07_11910000_12010000	7	11910000	5.653383e-04	3.247691591374819
SL2.40ch07_11920000_12020000	7	11920000	5.507591e-04	3.2590383184220686
SL2.40ch07_11930000_12030000	7	11930000	5.381172e-04	3.2691231262480485
SL2.40ch07_11940000_12040000	7	11940000	5.387745e-04	3.2685929674615997
SL2.40ch07_11950000_12050000	7	11950000	5.303755e-04	3.275416545803431
SL2.40ch07_11960000_12060000	7	11960000	5.097466e-04	3.292645662275988
SL2.40ch07_11970000_12070000	7	11970000	3.319826e-04	3.4788846781092606
SL2.40ch07_11980000_12080000	7	11980000	4.174409e-04	3.3794050019066266
SL2.40ch07_11990000_12090000	7	11990000	2.765742e-04	3.5581883351458408
SL2.40ch07_12000000_12100000	7	12000000	1.582031e-04	3.800785010726438
SL2.40ch07_12010000_12110000	7	12010000	1.483216e-04	3.82879559827898
SL2.40ch07_12020000_12120000	7	12020000	2.191556e-04	3.6592474275059117
SL2.40ch07_12030000_12130000	7	12030000	4.252316e-04	3.3713744694646053
SL2.40ch07_12040000_12140000	7	12040000	4.913850e-04	3.308578104910592
SL2.40ch07_12050000_12150000	7	12050000	5.130141e-04	3.289870698303306
SL2.40ch07_12060000_12160000	7	12060000	5.759379e-04	3.2396243414748183
SL2.40ch07_12070000_12170000	7	12070000	6.650823e-04	3.177124609998682
SL2.40ch07_12080000_12180000	7	12080000	6.159228e-04	3.2104737190613735
SL2.40ch07_12090000_12190000	7	12090000	5.835246e-04	3.233940830417149
SL2.40ch07_12100000_12200000	7	12100000	5.169055e-04	3.286588846809011
SL2.40ch07_12110000_12210000	7	12110000	5.162380e-04	3.287150030433564
SL2.40ch07_12120000_12220000	7	12120000	4.197469e-04	3.377012502617824
SL2.40ch07_12130000_12230000	7	12130000	2.790050e-04	3.554388013740911
SL2.40ch07_12140000_12240000	7	12140000	5.461687e-04	3.2626731921618366
SL2.40ch07_12150000_12250000	7	12150000	5.204991e-04	3.2835800170955616
SL2.40ch07_12260000_12360000	7	12260000	3.974352e-06	5.400733670973644
SL2.40ch07_12270000_12370000	7	12270000	1.174400e-29	28.930183957428003
SL2.40ch07_12280000_12380000	7	12280000	1.174400e-29	28.930183957428003
SL2.40ch07_12290000_12390000	7	12290000	1.174400e-29	28.930183957428003
SL2.40ch07_12300000_12400000	7	12300000	1.174400e-29	28.930183957428003
SL2.40ch07_12310000_12410000	7	12310000	8.162775e-19	18.08816217429626
SL2.40ch07_12320000_12420000	7	12320000	5.560207e-05	4.2549090398416265
SL2.40ch07_12330000_12430000	7	12330000	4.028989e-05	4.394803918326644
SL2.40ch07_12460000_12560000	7	12460000	5.852120e-04	3.2326867770779124
SL2.40ch07_12470000_12570000	7	12470000	6.116739e-04	3.2134800503634158
SL2.40ch07_12480000_12580000	7	12480000	6.571497e-04	3.182335686028906
SL2.40ch07_12490000_12590000	7	12490000	9.018153e-04	3.0448824008222997
SL2.40ch07_12670000_12770000	7	12670000	6.508478e-04	3.1865205588176804
SL2.40ch07_12680000_12780000	7	12680000	6.481616e-04	3.1883167020944643
SL2.40ch07_12690000_12790000	7	12690000	5.168336e-04	3.2866492600666684
SL2.40ch07_12700000_12800000	7	12700000	5.571232e-04	3.254048756058256
SL2.40ch07_12710000_12810000	7	12710000	5.224884e-04	3.2819233470770293
SL2.40ch07_12720000_12820000	7	12720000	5.156574e-04	3.2876387454773597
SL2.40ch07_12730000_12830000	7	12730000	4.841231e-04	3.315044194444043
SL2.40ch07_12880000_12980000	7	12880000	4.677014e-04	3.330031330088578
SL2.40ch07_12890000_12990000	7	12890000	4.761416e-04	3.322263873007338
SL2.40ch07_12900000_13000000	7	12900000	1.061793e-04	3.9739601421248243
SL2.40ch07_12910000_13010000	7	12910000	1.170759e-15	14.93153249497205
SL2.40ch07_12920000_13020000	7	12920000	2.595575e-05	4.58576641752081
SL2.40ch07_12930000_13030000	7	12930000	7.109881e-04	3.148137668113531
SL2.40ch07_12940000_13040000	7	12940000	1.032209e-03	2.9862323585645587
SL2.40ch07_12950000_13050000	7	12950000	9.588497e-04	3.0182494632946746
SL2.40ch07_12960000_13060000	7	12960000	8.606933e-04	3.0651515777527707
SL2.40ch07_12970000_13070000	7	12970000	8.073341e-04	3.092946703494448
SL2.40ch07_12980000_13080000	7	12980000	7.870041e-04	3.1040230051215736
SL2.40ch07_12990000_13090000	7	12990000	8.990382e-04	3.046221854766494
SL2.40ch07_13000000_13100000	7	13000000	8.611329e-04	3.0649298180206994
SL2.40ch07_13010000_13110000	7	13010000	7.783118e-04	3.108846385154417
SL2.40ch07_13020000_13120000	7	13020000	8.030939e-04	3.0952336728188445
SL2.40ch07_13030000_13130000	7	13030000	6.216174e-04	3.2064768374854205
SL2.40ch07_13040000_13140000	7	13040000	4.733860e-04	3.3247845901176523
SL2.40ch07_13050000_13150000	7	13050000	4.030795e-04	3.3946092888310035
SL2.40ch07_13060000_13160000	7	13060000	4.117140e-04	3.3854043649204866
SL2.40ch07_13070000_13170000	7	13070000	4.117230e-04	3.385394871418647
SL2.40ch07_13080000_13180000	7	13080000	3.873056e-04	3.4119462235625457
SL2.40ch07_13090000_13190000	7	13090000	1.363059e-04	3.865485345324629
SL2.40ch07_13100000_13200000	7	13100000	1.202511e-04	3.919910942216126
SL2.40ch07_13110000_13210000	7	13110000	2.324331e-04	3.633702025491067
SL2.40ch07_13120000_13220000	7	13120000	1.864725e-04	3.7293852066373967
SL2.40ch07_13130000_13230000	7	13130000	4.765540e-04	3.32188788081104
SL2.40ch07_13140000_13240000	7	13140000	4.729997e-04	3.3251391347133215
SL2.40ch07_13150000_13250000	7	13150000	6.208382e-04	3.2070215689102937
SL2.40ch07_13160000_13260000	7	13160000	5.983239e-04	3.223063648953361
SL2.40ch07_13170000_13270000	7	13170000	5.692234e-04	3.2447172549651415
SL2.40ch07_13180000_13280000	7	13180000	5.806366e-04	3.2360955922090353
SL2.40ch07_13190000_13290000	7	13190000	6.164031e-04	3.2101351858045133
SL2.40ch07_13200000_13300000	7	13200000	6.765006e-04	3.169731813882953
SL2.40ch07_13210000_13310000	7	13210000	5.848239e-04	3.2329748873736874
SL2.40ch07_13220000_13320000	7	13220000	6.491235e-04	3.1876726679670404
SL2.40ch07_13660000_13760000	7	13660000	3.337562e-04	3.4765706579096816
SL2.40ch07_13670000_13770000	7	13670000	4.447264e-04	3.351907089048907
SL2.40ch07_13680000_13780000	7	13680000	4.829168e-04	3.3161276858392825
SL2.40ch07_13690000_13790000	7	13690000	2.294054e-04	3.6393963634068514
SL2.40ch07_13700000_13800000	7	13700000	3.932499e-04	3.4053313791419386
SL2.40ch07_13820000_13920000	7	13820000	1.021454e-03	2.990781186541072
SL2.40ch07_13940000_14040000	7	13940000	3.638932e-04	3.4390260599127194
SL2.40ch07_13950000_14050000	7	13950000	5.190377e-04	3.2848010962799905
SL2.40ch07_13960000_14060000	7	13960000	4.548519e-04	3.342129986821535
SL2.40ch07_13970000_14070000	7	13970000	4.114240e-04	3.385710377776078
SL2.40ch07_14090000_14190000	7	14090000	3.374607e-04	3.4717767969572217
SL2.40ch07_14100000_14200000	7	14100000	4.836850e-04	3.3154373807079676
SL2.40ch07_14110000_14210000	7	14110000	4.103665e-04	3.386828099794318
SL2.40ch07_14120000_14220000	7	14120000	4.783895e-04	3.32021836108926
SL2.40ch07_14130000_14230000	7	14130000	4.719268e-04	3.326125359038433
